,life_expectancy,alcohol,hepatitisB,measles,bmi,polio,diphtheria,hiv,total_expenditure,gdp,thinness_till19,inf_death,school,population,death_ratio
26,0.735,0.28875209848908784,0.98989898989899,4.564785721350263e-05,0.6472114137483788,0.9797979797979798,0.98989898989899,0.001976284584980237,0.42529534398888114,0.0023423387494807143,0.0661764705882353,0.000625,0.5217391304347827,0.0002407425609913345,0.04291845493562232
27,0.73,0.2540570789031897,1.0,5.3255833415753074e-05,0.6342412451361868,0.98989898989899,0.9797979797979798,0.001976284584980237,0.443363446838082,0.020278028335167498,0.0661764705882353,0.000625,0.5265700483091788,0.00025268512698104867,0.04864091559370529
28,0.728,0.2400671516508114,0.9797979797979798,6.0863809618003515e-05,0.6212710765239948,0.9797979797979798,0.9797979797979798,0.001976284584980237,0.4357192494788047,0.0015916522028026378,0.06985294117647059,0.000625,0.5169082125603864,0.0002624829466193872,0.05150214592274678
29,0.733,0.20872971460548403,0.9696969696969697,0.00012172761923600703,0.6083009079118029,0.98989898989899,0.98989898989899,0.001976284584980237,0.4378040305767894,0.012197779081390574,0.07352941176470588,0.000625,0.5169082125603864,2.713587185470262e-06,0.04291845493562232
30,0.736,0.23782876329043087,0.9696969696969697,0.0001369435716405079,0.5966277561608301,0.9797979797979798,0.9797979797979798,0.001976284584980237,0.4169562195969423,0.011134873377562922,0.07720588235294118,0.000625,0.5120772946859904,2.795744496155391e-05,0.04005722460658083
31,0.726,0.20481253497481813,0.9696969696969697,0.005036480245889791,0.5836575875486382,0.9797979797979798,0.9797979797979798,0.001976284584980237,0.43502432244614314,0.009866257696523016,0.07720588235294118,0.000625,0.5169082125603864,3.008596080000025e-05,0.031473533619456366
32,0.754,0.0005595970900951314,0.9595959595959596,0.0,0.7574578469520105,0.9595959595959596,0.9595959595959596,0.001976284584980237,0.5010423905489924,0.004597122561125803,0.22058823529411764,0.013125,0.6956521739130436,0.03022995868359083,0.0014987396961645889
33,0.753,0.02965864577504197,0.9595959595959596,0.000190199405056261,0.7418936446173802,0.9595959595959596,0.9595959595959596,0.001976284584980237,0.4947880472550382,0.04591542229667824,0.21691176470588236,0.013125,0.6956521739130436,0.029631167915852217,0.015259895088221268
34,0.7509999999999999,0.03693340794627868,0.9595959595959596,0.0001369435716405079,0.727626459143969,0.9595959595959596,0.9595959595959596,0.001976284584980237,0.4266851980542043,0.046695457165356585,0.21691176470588236,0.013125,0.6956521739130436,0.02903395073498618,0.015396144151508957
35,0.7490000000000001,0.03133743704532736,0.9595959595959596,0.0008520933346520492,0.7133592736705577,0.9595959595959596,0.9595959595959596,0.001976284584980237,0.3676164002779708,0.04558301015778089,0.21691176470588236,0.013125,0.6763285024154589,0.028457157722437783,0.01580489134137203
36,0.747,0.025181869054280916,0.9595959595959596,0.0007836215488317953,0.6990920881971466,0.9595959595959596,0.9595959595959596,0.001976284584980237,0.3558026407227241,0.03745315084292203,0.21691176470588236,0.013125,0.6570048309178744,0.027914655919301222,0.0162136385312351
37,0.7440000000000001,0.027979854504756575,0.9494949494949495,0.000814053453640797,0.6848249027237354,0.9494949494949495,0.9595959595959596,0.001976284584980237,0.3724808895066018,0.03246406159298417,0.22058823529411764,0.0125,0.6328502415458938,0.002741083220135682,0.01759656652360515
38,0.741,0.02574146614437605,0.9191919191919192,0.0016509308358883454,0.6718547341115435,0.9292929292929293,0.9393939393939394,0.001976284584980237,0.2918693537178596,0.004155773027620315,0.22058823529411764,0.0125,0.6086956521739131,0.0026948177565898446,0.018025751072961373
39,0.738,0.024622271964185784,0.09090909090909091,0.0,0.07522697795071336,0.9595959595959596,0.9595959595959596,0.001976284584980237,0.2654621264767199,0.03302083415689275,0.22058823529411764,0.0125,0.5942028985507247,2.6568576783744153e-05,0.018454935622317595
40,0.7340000000000001,0.02014549524342473,0.08080808080808081,0.007181929534924415,0.6459143968871596,0.9595959595959596,0.9595959595959596,0.001976284584980237,0.23349548297428768,0.029072234536773912,0.22426470588235292,0.0125,0.5942028985507247,0.02610632791110901,0.01888412017167382
41,0.7290000000000001,0.027979854504756575,0.8383838383838383,0.017513561217580513,0.6342412451361868,0.8888888888888888,0.8888888888888888,0.001976284584980237,0.22515635858234886,0.00026115349474992107,0.22426470588235292,0.011875,0.5797101449275363,0.025728019386936522,0.02048038551313907
42,0.723,0.025181869054280916,0.8181818181818182,0.025022633729201695,0.6212710765239948,0.8686868686868687,0.8686868686868687,0.001976284584980237,0.24600416956219595,0.021808529876418434,0.22794117647058826,0.011875,0.5652173913043478,0.0025375216727391687,0.002108274979293728
43,0.517,0.4661443760492445,0.6464646464646465,0.08900571359012789,0.29442282749675747,0.6868686868686869,0.6464646464646465,0.039525691699604744,0.23002084781097984,0.004021995573487762,0.3125,0.041875,0.5507246376811594,0.002080957344037133,0.014861315738902056
44,0.511,0.45327364297705647,0.7777777777777778,0.0648427811717805,0.2866407263294423,0.6767676767676768,0.7777777777777778,0.04545454545454545,0.296038915913829,0.004066507799353157,0.3161764705882353,0.043125,0.5507246376811594,0.0020093637786242928,0.014720822707387364
45,0.56,0.4611080022383883,0.7575757575757576,0.03391635790963246,0.2788586251621271,0.7575757575757576,0.7575757575757576,0.05138339920948617,0.22932592077831826,0.038584746130259806,0.3235294117647059,0.045,0.497584541062802,0.00020065164829275478,0.014226673024956284
46,0.5099999999999999,0.451035254616676,0.7272727272727273,0.011023957517060886,0.27237354085603116,0.7373737373737373,0.7171717171717171,0.04940711462450593,0.23488533703961081,0.03607476697326435,0.3272058823529412,0.046875,0.45410628019323673,0.01871808249344306,0.013772055317119695
47,0.49599999999999994,0.43648573027420257,0.7777777777777778,0.009053491680678023,0.0311284046692607,0.8181818181818182,0.7777777777777778,0.04940711462450593,0.23558026407227242,0.02961696413701208,0.33455882352941174,0.04875,0.43478260869565216,0.018061570611556776,0.013389090642309528
48,0.4910000000000001,0.39227756015668713,0.6161616161616161,0.021355589199716984,0.2568093385214008,0.6363636363636364,0.06060606060606061,0.04940711462450593,0.3036831132731063,0.028092370784071362,0.3419117647058824,0.050625,0.4106280193236715,0.017428129244477182,0.013034493721188997
49,0.48699999999999993,0.39563514269725797,0.696969696969697,0.0020161136935963665,0.25032425421530485,0.6565656565656566,0.696969696969697,0.05138339920948617,0.26685198054204307,0.03246194410373127,0.349264705882353,0.0525,0.391304347826087,0.0016817454649748027,0.012637100619933238
50,0.4820000000000001,0.3553441522104085,0.7373737373737373,0.007714487869081945,0.24383916990920884,0.7575757575757576,0.7373737373737373,0.05138339920948617,0.23488533703961081,0.024156842416459365,0.35294117647058826,0.054375,0.37198067632850246,0.002316857029122983,0.012332889349316756
51,0.762,0.44376049244543925,0.9494949494949495,7.607976202250439e-06,0.80674448767834,0.9292929292929293,0.9494949494949495,0.001976284584980237,0.3328700486448923,0.10275215846380736,0.03676470588235294,0.005,0.8357487922705314,0.03321962071093644,0.04220314735336195
52,0.76,0.4633463905987688,0.9494949494949495,0.0,0.7989623865110247,1.0,0.9494949494949495,0.001976284584980237,0.3467685892981237,0.10888929988518566,0.03676470588235294,0.005,0.8357487922705314,0.032878323939295365,0.04256080114449213
53,0.759,0.46726357022943477,0.9191919191919192,1.5215952404500879e-05,0.7911802853437095,1.0,0.9191919191919192,0.001976284584980237,0.3613620569840167,0.10883169258425167,0.03676470588235294,0.005625,0.8309178743961353,0.0033208703758787544,0.003814973772055317
54,0.757,0.4538332400671516,0.9191919191919192,2.2823928606751316e-05,0.08300907911802854,0.9393939393939394,0.9191919191919192,0.001976284584980237,0.409312022237665,0.1067944179832573,0.03676470588235294,0.005625,0.8260869565217392,0.03219583396214334,0.003814973772055317
55,0.755,0.4560716284275322,0.9494949494949495,0.00012933559543825746,0.7756160830090791,0.9595959595959596,0.9494949494949495,0.001976284584980237,0.45517720639332865,0.010709370118729617,0.03676470588235294,0.00625,0.8115942028985508,0.03186118397198761,0.034620886981402005
56,0.7559999999999999,0.4661443760492445,0.9494949494949495,2.2823928606751316e-05,0.767833981841764,0.9797979797979798,0.9494949494949495,0.001976284584980237,0.5302293259207783,0.0684835268260984,0.03676470588235294,0.00625,0.7971014492753623,0.00037094218994727874,0.036051502145922745
57,0.754,0.4706211527700056,0.09090909090909091,0.0,0.7600518806744488,0.9494949494949495,0.9393939393939394,0.001976284584980237,0.46282140375260594,0.07512925472526134,0.03676470588235294,0.00625,0.7874396135265701,0.0033870676821833767,0.036051502145922745
58,0.748,0.4566312255176273,0.8585858585858586,0.0,0.7522697795071337,0.9292929292929293,0.9191919191919192,0.001976284584980237,0.4510076441973593,0.060362944842475716,0.04044117647058824,0.00625,0.7874396135265701,0.003089380753020274,0.03690987124463519
59,0.752,0.4336877448237269,0.8484848484848485,0.0,0.7457846952010376,0.9292929292929293,0.9191919191919192,0.001976284584980237,0.4642112578179291,0.04932974756816411,0.04044117647058824,0.006875,0.7777777777777779,0.0030574336934043773,0.03303420470802445
60,0.7490000000000001,0.421376608841634,0.8888888888888888,0.0,0.7380025940337225,0.9595959595959596,0.98989898989899,0.001976284584980237,0.47602501737317576,0.004840736399000933,0.04044117647058824,0.006875,0.7874396135265701,0.030254826148043267,0.03303420470802445
61,0.747,0.4269725797425853,0.8181818181818182,0.0,0.7302204928664073,0.9191919191919192,0.98989898989899,0.001976284584980237,0.4753300903405142,0.03567572822260937,0.04044117647058824,0.006875,0.7874396135265701,0.029932695293527024,0.0033814540252308503
62,0.741,0.42641298265249017,0.7373737373737373,0.0,0.7224383916990922,0.9595959595959596,0.9696969696969697,0.001976284584980237,0.571230020847811,0.002797935123113866,0.04411764705882353,0.006875,0.7922705314009661,0.002967385261909322,0.03563532318897126
63,0.741,0.4370453273642977,0.6666666666666666,0.0,0.714656290531777,0.9494949494949495,0.9393939393939394,0.001976284584980237,0.5774843641417651,0.02164247569572994,0.04411764705882353,0.0075,0.7874396135265701,0.0029283995698530726,0.032904148783977114
64,0.746,0.2188024622271964,0.9393939393939394,9.890369062925571e-05,0.701686121919585,0.9595959595959596,0.9393939393939394,0.001976284584980237,0.3113273106323836,0.033520352848003365,0.07720588235294118,0.000625,0.6135265700483091,2.2894297809171202e-05,0.034334763948497854
65,0.7440000000000001,0.21208729714605484,0.9595959595959596,7.60797620225044e-05,0.6913099870298314,0.9696969696969697,0.9595959595959596,0.001976284584980237,0.3161917998610146,0.03225226805178699,0.07720588235294118,0.000625,0.6135265700483091,0.0002236402376532297,0.351931330472103
66,0.7440000000000001,0.21768326804700616,0.9595959595959596,0.0,0.682230869001297,0.9696969696969697,0.9595959595959596,0.001976284584980237,0.3113273106323836,0.030920225920320312,0.07352941176470588,0.000625,0.6135265700483091,0.0022273843943961345,0.34620886981402005
67,0.7390000000000001,0.22887520984890877,0.9595959595959596,0.0,0.6731517509727627,0.9696969696969697,0.9595959595959596,0.001976284584980237,0.25781792911744267,0.029595510598548633,0.07352941176470588,0.000625,0.6135265700483091,0.002222483552373045,0.36623748211731044
68,0.735,0.23670956911024063,0.9494949494949495,1.5215952404500879e-05,0.6640726329442284,0.9696969696969697,0.9494949494949495,0.001976284584980237,0.31688672689367614,0.027006021732731502,0.07352941176470588,0.000625,0.5942028985507247,0.0022238206374857947,0.3776824034334764
69,0.733,0.22160044767767206,0.9393939393939394,0.0,0.07392996108949416,0.9494949494949495,0.9393939393939394,0.001976284584980237,0.3161917998610146,0.02512178947786867,0.07352941176470588,0.000625,0.5748792270531401,0.002232533331402572,0.39198855507868385
70,0.732,0.22160044767767206,0.898989898989899,0.0,0.06614785992217899,0.9191919191919192,0.898989898989899,0.001976284584980237,0.2640722724113968,0.00034630377195869804,0.07352941176470588,0.000625,0.5942028985507247,2.3048874122783864e-05,0.04005722460658083
71,0.735,0.22327923894795748,0.8585858585858586,7.607976202250439e-06,0.6446173800259404,0.09090909090909091,0.8888888888888888,0.001976284584980237,0.29951355107713684,0.026338970242606265,0.07352941176470588,0.000625,0.5652173913043478,0.00022672944528077872,0.3776824034334764
72,0.7290000000000001,0.22439843312814772,0.7878787878787878,0.0010422927397083102,0.6381322957198444,0.8787878787878788,0.8787878787878788,0.001976284584980237,0.3182765809589993,0.018110676715168098,0.07352941176470588,0.000625,0.5410628019323671,2.2865701191152862e-05,0.4034334763948498
73,0.73,0.23782876329043087,0.9191919191919192,0.01735379371733325,0.6329442282749675,0.9292929292929293,0.09090909090909091,0.001976284584980237,0.3648366921473245,0.013793073585221482,0.07352941176470588,0.000625,0.5265700483091788,0.0023041601307228388,0.39198855507868385
74,0.73,0.21320649132624508,0.9191919191919192,0.013565021568612534,0.6277561608300908,0.9393939393939394,0.9191919191919192,0.001976284584980237,0.3822098679638638,0.010001967748634948,0.07352941176470588,0.000625,0.5265700483091788,2.7916482238446555e-06,0.3776824034334764
75,0.727,0.16955791829882483,0.9393939393939394,3.0431904809001758e-05,0.6238651102464333,0.9696969696969697,0.9494949494949495,0.001976284584980237,0.38637943015983317,0.0007817740474273455,0.07352941176470588,0.000625,0.5217391304347827,2.4566813522460194e-05,0.3834048640915594
76,0.726,0.1600447677672076,0.9191919191919192,0.0003043190480900176,0.6199740596627756,0.9696969696969697,0.9494949494949495,0.001976284584980237,0.3752605976372481,0.006572490379675061,0.07720588235294118,0.000625,0.5217391304347827,0.00025806283693163314,0.3834048640915594
77,0.726,0.1600447677672076,0.696969696969697,0.0005249503579552803,0.6147859922178989,0.9797979797979798,0.9494949494949495,0.001976284584980237,0.4127866574009729,0.005827130504099889,0.07720588235294118,0.000625,0.5362318840579711,2.755709230929712e-05,0.4034334763948498
78,0.72,0.16228315612758812,0.5555555555555556,0.0001141196430337566,0.6108949416342413,0.9696969696969697,0.9393939393939394,0.001976284584980237,0.4343293954134816,0.005225546868302396,0.07720588235294118,0.000625,0.5410628019323671,0.00028564775297738057,0.4062947067238913
79,0.8270000000000001,0.5433687744823728,0.9191919191919192,0.0025867119087651493,0.8573281452658884,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.6546212647671994,0.5220547103330974,0.022058823529411766,0.000625,0.9855072463768115,0.001813716538484748,0.017167381974248927
80,0.825,0.5523223279238947,0.9191919191919192,0.0012020602399555693,0.8495460440985734,0.9191919191919192,0.9191919191919192,0.001976284584980237,0.65045170257123,0.5688577570345034,0.022058823529411766,0.000625,0.9806763285024155,0.017866976036112935,0.17453505007153075
81,0.823,0.5612758813654168,0.9191919191919192,0.0015139872642478374,0.8430609597924774,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.65045170257123,0.5678952564805386,0.022058823529411766,0.000625,0.9710144927536233,0.01756624859086107,0.17453505007153075
82,0.82,0.5763850027979854,0.9292929292929293,0.0014455154784275834,0.8352788586251623,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.6393328700486448,0.522310119410209,0.022058823529411766,0.000625,0.9565217391304348,0.00017268029146297572,0.18025751072961374
83,0.8190000000000001,0.5886961387800783,0.9292929292929293,0.0005325583341575308,0.8287937743190662,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.6393328700486448,0.4352912185830065,0.025735294117647058,0.000625,0.9420289855072465,0.00017248784395252796,0.18311874105865522
84,0.8170000000000001,0.5942921096810296,0.9494949494949495,0.0007912295250340457,0.8223086900129702,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.660180681028492,0.3586642241707659,0.025735294117647058,0.000625,0.9227053140096619,0.0001676511510995878,0.1888412017167382
85,0.813,0.6021264689423614,0.9494949494949495,0.0004945184531462785,0.8158236057068742,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.6101459346768588,0.41674534503325494,0.025735294117647058,0.000625,0.9227053140096619,0.0001642311501609077,0.1888412017167382
86,0.813,0.5909345271404589,0.9494949494949495,8.368773822475483e-05,0.8106355382619974,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.5927727588603195,0.04188863002227242,0.025735294117647058,0.000625,0.9178743961352658,2.1853999218557995e-05,0.1888412017167382
87,0.812,0.5769445998880806,0.9595959595959596,0.0,0.8041504539559015,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.5899930507296733,0.3030750427024244,0.025735294117647058,0.000625,0.9806763285024155,2.085157182477989e-05,0.1888412017167382
88,0.81,0.5763850027979854,0.9595959595959596,7.60797620225044e-05,0.7976653696498055,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.587213342599027,0.028670271224723973,0.025735294117647058,0.000625,0.9806763285024155,1.8508967791980015e-05,0.1917024320457797
89,0.86,0.5506435366536093,0.9595959595959596,0.0005325583341575308,0.08949416342412453,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.595552466990966,0.0291373657898001,0.025735294117647058,0.000625,1.0,1.644228247897874e-05,0.19742489270386265
90,0.83,0.5579182988248461,0.9595959595959596,0.00069232583440479,0.08171206225680934,0.9292929292929293,0.9393939393939394,0.001976284584980237,0.5781792911744267,0.19690228852316294,0.025735294117647058,0.000625,0.995169082125604,0.00015376787949246667,0.20314735336194564
91,0.799,0.5506435366536093,0.9595959595959596,0.00024345523847201406,0.7730220492866408,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.5830437804030577,0.0023647826318618777,0.025735294117647058,0.000625,0.9710144927536233,0.00015188204846639222,0.2088698140200286
92,0.799,0.5332960268606602,0.9494949494949495,0.0010727246445173119,0.7652399481193256,0.9191919191919192,0.9292929292929293,0.001976284584980237,0.5684503127171646,0.16377773461615533,0.025735294117647058,0.000625,0.9903381642512078,1.5003949880812929e-05,0.2145922746781116
93,0.8140000000000001,0.689423614997202,0.98989898989899,0.0008901332156633014,0.7405966277561609,0.98989898989899,0.98989898989899,0.001976284584980237,0.7790132036136206,0.43065754127006245,0.0661764705882353,0.000625,0.7681159420289856,0.00660162587973032,0.1888412017167382
94,0.8109999999999999,0.6614437604924455,0.9595959595959596,0.0,0.7341115434500649,0.9595959595959596,0.9595959595959596,0.001976284584980237,0.7741487143849896,0.004654716436170809,0.0661764705882353,0.000625,0.7584541062801933,0.006553552646196782,0.19456366237482117
95,0.88,0.6860660324566312,0.9292929292929293,0.0002738871432810158,0.727626459143969,0.9292929292929293,0.9292929292929293,0.001976284584980237,0.7762334954829743,0.4055757382096247,0.0661764705882353,0.000625,0.7584541062801933,0.006515384662839544,0.020028612303290415
96,0.88,0.6737548964745382,0.898989898989899,0.0005173423817530299,0.7224383916990922,0.898989898989899,0.898989898989899,0.001976284584980237,0.13481584433634466,0.4290137209044224,0.0625,0.000625,0.7584541062801933,0.006485746200467452,0.2088698140200286
97,0.84,0.6771124790151091,0.8686868686868687,0.00039561476251702285,0.7159533073929962,0.8686868686868687,0.8686868686868687,0.001976284584980237,0.7762334954829743,0.3915125916822701,0.0625,0.000625,0.7439613526570049,0.0006463948621603363,0.2145922746781116
98,0.82,0.6323447118074986,0.8383838383838383,0.0003727908339102715,0.7094682230869003,0.8383838383838383,0.8383838383838383,0.001976284584980237,0.7776233495482974,0.3998748916088125,0.0625,0.000625,0.7391304347826088,0.006448400563098633,0.22031473533619456
99,0.84,0.6715165081141578,0.8383838383838383,0.0034083733386081967,0.7029831387808042,0.8383838383838383,0.8383838383838383,0.001976284584980237,0.11118832522585129,0.4311923672632998,0.0625,0.000625,0.7294685990338164,0.006431530877112516,0.21745350500715308
100,0.81,0.6994963626189143,0.8585858585858586,0.0001521595240450088,0.6964980544747083,0.8585858585858586,0.8585858585858586,0.001976284584980237,0.09728978457261986,0.39091701505184295,0.0625,0.000625,0.7342995169082126,0.006411429000408757,0.022889842632331903
101,0.7979999999999999,0.693900391717963,0.8383838383838383,0.0001749834526517601,0.6900129701686123,0.8383838383838383,0.8383838383838383,0.001976284584980237,0.09381514940931203,0.003725630570328961,0.0625,0.000625,0.7246376811594203,0.00639068022183253,0.2317596566523605
102,0.794,0.693900391717963,0.8686868686868687,6.847178582025395e-05,0.6835278858625163,0.8686868686868687,0.8686868686868687,0.001976284584980237,0.10632383599722028,0.32089909674294326,0.0625,0.000625,0.7198067632850242,0.00635913737927673,0.24320457796852646
103,0.7929999999999999,0.6771124790151091,0.8383838383838383,0.0001141196430337566,0.6770428015564203,0.8383838383838383,0.8383838383838383,0.001976284584980237,0.10840861709520501,0.30790116637225845,0.0625,0.000625,0.7101449275362319,0.0063159618962400094,0.24606580829756797
104,0.7879999999999999,0.6827084499160604,0.8383838383838383,0.0006847178582025396,0.6705577172503243,0.8484848484848485,0.8484848484848485,0.001976284584980237,0.10284920083391244,0.02696032206250708,0.0625,0.000625,0.7101449275362319,0.006276898143145386,0.25178826895565093
105,0.787,0.6994963626189143,0.8181818181818182,0.0,0.6640726329442284,0.8282828282828283,0.8383838383838383,0.001976284584980237,0.08825573314801946,0.22111915260138792,0.0625,0.000625,0.7777777777777779,0.0006816483091244078,0.02575107296137339
106,0.7859999999999999,0.693900391717963,0.4444444444444444,0.0,0.07263294422827497,0.8383838383838383,0.8484848484848485,0.001976284584980237,0.0778318276580959,0.20549779387554545,0.0625,0.000625,0.748792270531401,0.0006509927346087449,0.2632331902718169
107,0.7809999999999999,0.7386681589255735,0.3333333333333333,0.0,0.06614785992217899,0.7171717171717171,0.8181818181818182,0.001976284584980237,0.11118832522585129,0.20572881918875177,0.0625,0.000625,0.7439613526570049,0.0006272444026668637,0.27467811158798283
